î[ïiî‘çÜ,å_ñÒî‘çÜ,î[ïiì˙,ã@äÌå^î‘
DLV-00125702,CTR-41090-A6-00238,2012-07-31,MCN000009
DLV-00125703,CTR-41090-A6-00238,2012-07-31,MCN000001
DLV-00125704,CTR-41090-A6-00281,2012-07-31,MCN000009
DLV-00125705,CTR-41090-A6-00281,2012-07-31,MCN000009
DLV-00125706,CTR-41090-A6-00489,2012-07-31,MCN000001
DLV-00125707,CTR-41090-A6-00646,2012-07-31,MCN000001
DLV-00125708,CTR-41090-A6-00646,2012-07-31,MCN000009
DLV-00125709,CTR-41090-A6-00646,2012-07-31,MCN000009
DLV-00125710,CTR-41090-A6-00646,2012-07-31,MCN000001
DLV-00125711,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125712,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125713,CTR-41090-A6-00646,2012-07-31,MCN000009
DLV-00125714,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125715,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125716,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125717,CTR-41090-A6-00646,2012-07-31,MCN000014
DLV-00125718,CTR-41090-A6-00646,2012-07-31,MCN000009
DLV-00125719,CTR-41090-A6-00647,2012-07-31,MCN000009
DLV-00125720,CTR-41090-A6-00647,2012-07-31,MCN000009
DLV-00125721,CTR-41090-A6-00647,2012-07-31,MCN000001
DLV-00125722,CTR-41090-A6-00647,2012-07-31,MCN000009
DLV-00125723,CTR-41090-A6-00677,2012-07-31,MCN000001
DLV-00125724,CTR-41090-A6-00766,2012-07-31,MCN000014
DLV-00125725,CTR-41090-A6-00766,2012-07-31,MCN000009
DLV-00125726,CTR-41090-A6-00766,2012-07-31,MCN000009
DLV-00125727,CTR-41090-A6-00766,2012-07-31,MCN000001
DLV-00125728,CTR-41090-A6-00779,2012-07-31,MCN000014
DLV-00125729,CTR-41090-A6-00779,2012-07-31,MCN000014
DLV-00125730,CTR-41090-A6-00779,2012-07-31,MCN000009
DLV-00125731,CTR-41090-A6-00779,2012-07-31,MCN000009
DLV-00125732,CTR-41090-A6-00779,2012-07-31,MCN000001
DLV-00125733,CTR-41090-A6-00779,2012-07-31,MCN000001
DLV-00125734,CTR-41090-A6-00779,2012-07-31,MCN000009
DLV-00125735,CTR-41090-A6-00779,2012-07-31,MCN000014
DLV-00125736,CTR-41090-A6-00779,2012-07-31,MCN000014
DLV-00125737,CTR-41090-A6-01053,2012-07-31,MCN000014
DLV-00125738,CTR-41090-A6-01091,2012-07-31,MCN000001
DLV-00125739,CTR-41090-A7-00186,2012-07-31,MCN000001
DLV-00125740,CTR-41090-A7-00186,2012-07-31,MCN000014
DLV-00125741,CTR-41090-A7-00212,2012-07-31,MCN000009
DLV-00125742,CTR-41090-A7-00384,2012-07-31,MCN000001
DLV-00125743,CTR-41090-A7-00384,2012-07-31,MCN000009
DLV-00125744,CTR-41090-A7-00384,2012-07-31,MCN000014
DLV-00125745,CTR-41090-A7-00422,2012-07-31,MCN000001
DLV-00125746,CTR-41090-A7-00422,2012-07-31,MCN000009
DLV-00125747,CTR-41090-A7-00422,2012-07-31,MCN000009
DLV-00125748,CTR-41090-A7-00469,2012-07-31,MCN000001
DLV-00125749,CTR-41090-A7-00469,2012-07-31,MCN000001
DLV-00125750,CTR-41090-A7-00499,2012-07-31,MCN000009
DLV-00125751,CTR-41090-A7-00563,2012-07-31,MCN000001
DLV-00125752,CTR-41090-A7-00563,2012-07-31,MCN000001
DLV-00125753,CTR-41090-A7-00648,2012-07-31,MCN000014
DLV-00125754,CTR-41090-A7-00669,2012-07-31,MCN000009
DLV-00125755,CTR-41090-A7-00669,2012-07-31,MCN000014
DLV-00125756,CTR-41090-A7-00669,2012-07-31,MCN000009
DLV-00125757,CTR-41090-A7-00669,2012-07-31,MCN000001
DLV-00125758,CTR-41090-A7-00805,2012-07-31,MCN000009
DLV-00125759,CTR-41090-A7-00805,2012-07-31,MCN000001
DLV-00125760,CTR-41090-A7-00805,2012-07-31,MCN000014
DLV-00125761,CTR-41090-A7-00805,2012-07-31,MCN000009
DLV-00125762,CTR-41090-A7-00883,2012-07-31,MCN000009
DLV-00125763,CTR-41090-A7-00883,2012-07-31,MCN000009
DLV-00125764,CTR-41090-A7-00970,2012-07-31,MCN000001
DLV-00125765,CTR-41090-A7-00970,2012-07-31,MCN000014
DLV-00125766,CTR-41090-A7-00970,2012-07-31,MCN000001
DLV-00125767,CTR-41090-A7-00970,2012-07-31,MCN000001
DLV-00125768,CTR-41090-A7-00970,2012-07-31,MCN000009
DLV-00125769,CTR-41090-A7-00970,2012-07-31,MCN000001
DLV-00125770,CTR-41090-A7-00970,2012-07-31,MCN000014
DLV-00125771,CTR-41090-A7-00970,2012-07-31,MCN000001
DLV-00125772,CTR-41090-A7-01060,2012-07-31,MCN000014
DLV-00125773,CTR-41090-A8-00013,2012-07-31,MCN000001
DLV-00125774,CTR-41090-A8-00013,2012-07-31,MCN000001
DLV-00125775,CTR-41090-A8-00013,2012-07-31,MCN000014
DLV-00125776,CTR-41090-A8-00020,2012-07-31,MCN000001
DLV-00125777,CTR-41090-A8-00020,2012-07-31,MCN000001
DLV-00125778,CTR-41090-A8-00130,2012-07-31,MCN000014
DLV-00125779,CTR-41090-A8-00130,2012-07-31,MCN000001
DLV-00125780,CTR-41090-A8-00130,2012-07-31,MCN000014
DLV-00125781,CTR-41090-A8-00130,2012-07-31,MCN000001
DLV-00125782,CTR-41090-A8-00154,2012-07-31,MCN000014
DLV-00125783,CTR-41090-A8-00154,2012-07-31,MCN000014
DLV-00125784,CTR-41090-A8-00253,2012-07-31,MCN000001
DLV-00125785,CTR-41090-A8-00253,2012-07-31,MCN000009
DLV-00125786,CTR-41090-A8-00253,2012-07-31,MCN000001
DLV-00125787,CTR-41090-A8-00253,2012-07-31,MCN000014
DLV-00125788,CTR-41090-A8-00255,2012-07-31,MCN000014
DLV-00125789,CTR-41090-A8-00255,2012-07-31,MCN000014
DLV-00125790,CTR-41090-A8-00286,2012-07-31,MCN000009
DLV-00125791,CTR-41090-A8-00286,2012-07-31,MCN000014
DLV-00125792,CTR-41090-A8-00286,2012-07-31,MCN000014
DLV-00125793,CTR-41090-A8-00286,2012-07-31,MCN000001
DLV-00125794,CTR-41090-A8-00286,2012-07-31,MCN000009
DLV-00125795,CTR-41090-A8-00286,2012-07-31,MCN000009
DLV-00125796,CTR-41090-A8-00286,2012-07-31,MCN000014
DLV-00125797,CTR-41090-A8-00286,2012-07-31,MCN000009
DLV-00125798,CTR-41090-A8-00286,2012-07-31,MCN000001
DLV-00125799,CTR-41090-A8-00286,2012-07-31,MCN000009
DLV-00125800,CTR-41090-A8-00535,2012-07-31,MCN000001
DLV-00125801,CTR-41090-A8-00535,2012-07-31,MCN000014
DLV-00125802,CTR-41090-A8-00535,2012-07-31,MCN000009
DLV-00125803,CTR-41090-A8-00561,2012-07-31,MCN000009
DLV-00125804,CTR-41090-A8-00569,2012-07-31,MCN000009
DLV-00125805,CTR-41090-A8-00569,2012-07-31,MCN000009
DLV-00125806,CTR-41090-A8-00569,2012-07-31,MCN000009
DLV-00125807,CTR-41090-A8-00610,2012-07-31,MCN000014
DLV-00125808,CTR-41090-A8-00610,2012-07-31,MCN000001
DLV-00125809,CTR-41090-A8-00610,2012-07-31,MCN000009
DLV-00125810,CTR-41090-A8-00610,2012-07-31,MCN000009
DLV-00125811,CTR-41090-A8-00705,2012-07-31,MCN000001
DLV-00125812,CTR-41090-A8-00705,2012-07-31,MCN000014
DLV-00125813,CTR-41090-A8-00705,2012-07-31,MCN000001
DLV-00125814,CTR-41090-A8-00705,2012-07-31,MCN000001
DLV-00125815,CTR-41090-A8-00705,2012-07-31,MCN000014
DLV-00125816,CTR-41090-A8-00779,2012-07-31,MCN000001
DLV-00125817,CTR-41090-A8-00784,2012-07-31,MCN000009
DLV-00125818,CTR-41090-A8-00970,2012-07-31,MCN000009
DLV-00125819,CTR-41090-A8-00970,2012-07-31,MCN000009
DLV-00125820,CTR-41090-A8-01067,2012-07-31,MCN000009
DLV-00125821,CTR-41090-A8-01067,2012-07-31,MCN000014
DLV-00125822,CTR-41090-A8-01151,2012-07-31,MCN000014
DLV-00125823,CTR-41090-A9-00006,2012-07-31,MCN000009
DLV-00125824,CTR-41090-A9-00006,2012-07-31,MCN000014
DLV-00125825,CTR-41090-A9-00136,2012-07-31,MCN000014
DLV-00125826,CTR-41090-A9-00136,2012-07-31,MCN000014
DLV-00125827,CTR-41090-A9-00136,2012-07-31,MCN000014
DLV-00125828,CTR-41090-A9-00136,2012-07-31,MCN000014
DLV-00125829,CTR-41090-A9-00136,2012-07-31,MCN000009
DLV-00125830,CTR-41090-A9-00282,2012-07-31,MCN000009
DLV-00125831,CTR-41090-A9-00295,2012-07-31,MCN000001
DLV-00125832,CTR-41090-A9-00537,2012-07-31,MCN000014
DLV-00125833,CTR-41090-A9-00537,2012-07-31,MCN000009
DLV-00125834,CTR-41090-A9-00537,2012-07-31,MCN000001
DLV-00125835,CTR-41090-A9-00537,2012-07-31,MCN000014
DLV-00125836,CTR-41090-A9-00537,2012-07-31,MCN000001
DLV-00125837,CTR-41090-A9-00875,2012-07-31,MCN000014
DLV-00125838,CTR-41090-A9-00875,2012-07-31,MCN000009
DLV-00125839,CTR-41090-A9-00875,2012-07-31,MCN000014
DLV-00125840,CTR-41090-A9-00875,2012-07-31,MCN000001
DLV-00125841,CTR-41090-A9-00875,2012-07-31,MCN000009
DLV-00125842,CTR-41090-A9-00875,2012-07-31,MCN000001
DLV-00125843,CTR-41090-A9-00875,2012-07-31,MCN000001
DLV-00125844,CTR-41090-A9-00875,2012-07-31,MCN000014
DLV-00125845,CTR-41090-M1-00038,2012-07-31,MCN000018
DLV-00125846,CTR-41090-M1-00302,2012-07-31,MCN000005
DLV-00125847,CTR-41090-M1-00384,2012-07-31,MCN000018
DLV-00125848,CTR-41090-M1-00780,2012-07-31,MCN000011
DLV-00125849,CTR-41090-M1-00780,2012-07-31,MCN000020
DLV-00125850,CTR-41090-M1-00908,2012-07-31,MCN000018
DLV-00125851,CTR-41090-M2-01134,2012-07-31,MCN000005
DLV-00125852,CTR-41090-R1-00038,2012-07-31,MCN000015
DLV-00125853,CTR-41090-R1-00038,2012-07-31,MCN000010
DLV-00125854,CTR-41090-R1-00183,2012-07-31,MCN000021
DLV-00125855,CTR-41090-R1-00255,2012-07-31,MCN000016
DLV-00125856,CTR-41090-R1-00287,2012-07-31,MCN000010
DLV-00125857,CTR-41090-R1-00302,2012-07-31,MCN000019
DLV-00125858,CTR-41090-R1-00330,2012-07-31,MCN000013
DLV-00125859,CTR-41090-R1-00330,2012-07-31,MCN000017
DLV-00125860,CTR-41090-R1-00384,2012-07-31,MCN000010
DLV-00125861,CTR-41090-R1-00470,2012-07-31,MCN000002
DLV-00125862,CTR-41090-R1-00470,2012-07-31,MCN000016
DLV-00125863,CTR-41090-R1-00535,2012-07-31,MCN000015
DLV-00125864,CTR-41090-R1-00535,2012-07-31,MCN000004
DLV-00125865,CTR-41090-R1-00535,2012-07-31,MCN000015
DLV-00125866,CTR-41090-R1-00535,2012-07-31,MCN000007
DLV-00125867,CTR-41090-R1-00585,2012-07-31,MCN000007
DLV-00125868,CTR-41090-R1-00636,2012-07-31,MCN000017
DLV-00125869,CTR-41090-R1-00780,2012-07-31,MCN000022
DLV-00125870,CTR-41090-R1-00780,2012-07-31,MCN000004
DLV-00125871,CTR-41090-R1-00797,2012-07-31,MCN000013
DLV-00125872,CTR-41090-R1-00878,2012-07-31,MCN000016
DLV-00125873,CTR-41090-R1-00878,2012-07-31,MCN000016
DLV-00125874,CTR-41090-R1-00908,2012-07-31,MCN000013
DLV-00125875,CTR-41090-R1-00908,2012-07-31,MCN000010
DLV-00125876,CTR-41090-R1-00908,2012-07-31,MCN000010
DLV-00125877,CTR-41090-R2-00060,2012-07-31,MCN000015
DLV-00125878,CTR-41090-R2-00067,2012-07-31,MCN000003
DLV-00125879,CTR-41090-R2-00092,2012-07-31,MCN000010
DLV-00125880,CTR-41090-R2-00123,2012-07-31,MCN000007
DLV-00125881,CTR-41090-R2-00154,2012-07-31,MCN000022
DLV-00125882,CTR-41090-R2-00154,2012-07-31,MCN000006
DLV-00125883,CTR-41090-R2-00282,2012-07-31,MCN000004
DLV-00125884,CTR-41090-R2-00282,2012-07-31,MCN000017
DLV-00125885,CTR-41090-R2-00282,2012-07-31,MCN000019
DLV-00125886,CTR-41090-R2-00469,2012-07-31,MCN000002
DLV-00125887,CTR-41090-R2-00469,2012-07-31,MCN000016
DLV-00125888,CTR-41090-R2-00490,2012-07-31,MCN000016
DLV-00125889,CTR-41090-R2-00677,2012-07-31,MCN000008
DLV-00125890,CTR-41090-R2-00677,2012-07-31,MCN000019
DLV-00125891,CTR-41090-R2-00782,2012-07-31,MCN000003
DLV-00125892,CTR-41090-R2-00875,2012-07-31,MCN000004
DLV-00125893,CTR-41090-R3-00154,2012-07-31,MCN000015
DLV-00125894,CTR-41090-R3-00154,2012-07-31,MCN000022
DLV-00125895,CTR-41090-R3-00564,2012-07-31,MCN000012
DLV-00125896,CTR-41090-R3-00850,2012-07-31,MCN000003
DLV-00125897,CTR-41090-R3-00981,2012-07-31,MCN000022
DLV-00125898,CTR-41090-R3-01047,2012-07-31,MCN000010
DLV-00125899,CTR-41090-R3-01047,2012-07-31,MCN000008
DLV-00125900,CTR-41090-R4-00154,2012-07-31,MCN000010
DLV-00125901,CTR-41090-R4-00199,2012-07-31,MCN000012
DLV-00125902,CTR-41090-R4-00669,2012-07-31,MCN000012
DLV-00125903,CTR-41090-R4-00669,2012-07-31,MCN000007
DLV-00125904,CTR-41090-R5-00201,2012-07-31,MCN000003
DLV-00125905,CTR-41090-R5-00537,2012-07-31,MCN000022
DLV-00125906,CTR-41090-R5-00840,2012-07-31,MCN000022
DLV-00125907,CTR-41090-R5-01043,2012-07-31,MCN000007
DLV-00125908,CTR-41121-A10-00109,2012-08-31,MCN000001
DLV-00125909,CTR-41121-A10-00109,2012-08-31,MCN000009
DLV-00125910,CTR-41121-A10-00109,2012-08-31,MCN000014
DLV-00125911,CTR-41121-A1-00016,2012-08-31,MCN000014
DLV-00125912,CTR-41121-A1-00017,2012-08-31,MCN000014
DLV-00125913,CTR-41121-A1-00017,2012-08-31,MCN000009
DLV-00125914,CTR-41121-A1-00017,2012-08-31,MCN000001
DLV-00125915,CTR-41121-A1-00017,2012-08-31,MCN000014
DLV-00125916,CTR-41121-A1-00017,2012-08-31,MCN000001
DLV-00125917,CTR-41121-A1-00017,2012-08-31,MCN000014
DLV-00125918,CTR-41121-A1-00017,2012-08-31,MCN000014
DLV-00125919,CTR-41121-A1-00017,2012-08-31,MCN000001
DLV-00125920,CTR-41121-A1-00017,2012-08-31,MCN000014
DLV-00125921,CTR-41121-A10-00275,2012-08-31,MCN000014
DLV-00125922,CTR-41121-A10-00275,2012-08-31,MCN000009
DLV-00125923,CTR-41121-A1-00042,2012-08-31,MCN000014
DLV-00125924,CTR-41121-A1-00042,2012-08-31,MCN000009
DLV-00125925,CTR-41121-A10-00422,2012-08-31,MCN000001
DLV-00125926,CTR-41121-A10-00422,2012-08-31,MCN000014
DLV-00125927,CTR-41121-A10-00422,2012-08-31,MCN000001
DLV-00125928,CTR-41121-A10-00422,2012-08-31,MCN000009
DLV-00125929,CTR-41121-A10-00482,2012-08-31,MCN000001
DLV-00125930,CTR-41121-A10-00482,2012-08-31,MCN000014
DLV-00125931,CTR-41121-A10-00482,2012-08-31,MCN000014
DLV-00125932,CTR-41121-A10-00482,2012-08-31,MCN000009
DLV-00125933,CTR-41121-A10-00482,2012-08-31,MCN000009
DLV-00125934,CTR-41121-A10-00482,2012-08-31,MCN000009
DLV-00125935,CTR-41121-A10-00482,2012-08-31,MCN000014
DLV-00125936,CTR-41121-A1-00054,2012-08-31,MCN000001
DLV-00125937,CTR-41121-A1-00054,2012-08-31,MCN000009
DLV-00125938,CTR-41121-A1-00054,2012-08-31,MCN000014
DLV-00125939,CTR-41121-A1-00054,2012-08-31,MCN000009
DLV-00125940,CTR-41121-A1-00054,2012-08-31,MCN000014
DLV-00125941,CTR-41121-A1-00054,2012-08-31,MCN000009
DLV-00125942,CTR-41121-A1-00054,2012-08-31,MCN000001
DLV-00125943,CTR-41121-A1-00054,2012-08-31,MCN000001
DLV-00125944,CTR-41121-A1-00054,2012-08-31,MCN000001
DLV-00125945,CTR-41121-A1-00054,2012-08-31,MCN000014
DLV-00125946,CTR-41121-A1-00055,2012-08-31,MCN000009
DLV-00125947,CTR-41121-A1-00055,2012-08-31,MCN000001
DLV-00125948,CTR-41121-A1-00055,2012-08-31,MCN000009
DLV-00125949,CTR-41121-A1-00055,2012-08-31,MCN000009
DLV-00125950,CTR-41121-A1-00055,2012-08-31,MCN000009
DLV-00125951,CTR-41121-A1-00055,2012-08-31,MCN000014
DLV-00125952,CTR-41121-A1-00055,2012-08-31,MCN000001
DLV-00125953,CTR-41121-A10-00592,2012-08-31,MCN000014
DLV-00125954,CTR-41121-A10-00640,2012-08-31,MCN000001
DLV-00125955,CTR-41121-A10-00640,2012-08-31,MCN000001
DLV-00125956,CTR-41121-A10-00647,2012-08-31,MCN000001
DLV-00125957,CTR-41121-A10-00647,2012-08-31,MCN000014
DLV-00125958,CTR-41121-A10-00647,2012-08-31,MCN000009
DLV-00125959,CTR-41121-A1-00067,2012-08-31,MCN000001
DLV-00125960,CTR-41121-A1-00067,2012-08-31,MCN000014
DLV-00125961,CTR-41121-A1-00067,2012-08-31,MCN000014
DLV-00125962,CTR-41121-A1-00067,2012-08-31,MCN000001
DLV-00125963,CTR-41121-A1-00067,2012-08-31,MCN000009
DLV-00125964,CTR-41121-A1-00067,2012-08-31,MCN000001
DLV-00125965,CTR-41121-A1-00067,2012-08-31,MCN000001
DLV-00125966,CTR-41121-A1-00118,2012-08-31,MCN000009
DLV-00125967,CTR-41121-A1-00118,2012-08-31,MCN000001
DLV-00125968,CTR-41121-A1-00135,2012-08-31,MCN000014
DLV-00125969,CTR-41121-A1-00148,2012-08-31,MCN000014
DLV-00125970,CTR-41121-A1-00148,2012-08-31,MCN000014
DLV-00125971,CTR-41121-A1-00148,2012-08-31,MCN000001
DLV-00125972,CTR-41121-A1-00215,2012-08-31,MCN000014
DLV-00125973,CTR-41121-A1-00215,2012-08-31,MCN000001
DLV-00125974,CTR-41121-A1-00215,2012-08-31,MCN000009
DLV-00125975,CTR-41121-A1-00225,2012-08-31,MCN000014
DLV-00125976,CTR-41121-A1-00225,2012-08-31,MCN000009
DLV-00125977,CTR-41121-A1-00245,2012-08-31,MCN000014
DLV-00125978,CTR-41121-A1-00254,2012-08-31,MCN000009
DLV-00125979,CTR-41121-A1-00254,2012-08-31,MCN000001
DLV-00125980,CTR-41121-A1-00254,2012-08-31,MCN000014
DLV-00125981,CTR-41121-A1-00254,2012-08-31,MCN000009
DLV-00125982,CTR-41121-A1-00254,2012-08-31,MCN000009
DLV-00125983,CTR-41121-A1-00346,2012-08-31,MCN000001
DLV-00125984,CTR-41121-A1-00346,2012-08-31,MCN000009
DLV-00125985,CTR-41121-A1-00346,2012-08-31,MCN000001
DLV-00125986,CTR-41121-A1-00346,2012-08-31,MCN000001
DLV-00125987,CTR-41121-A1-00346,2012-08-31,MCN000009
DLV-00125988,CTR-41121-A1-00350,2012-08-31,MCN000001
DLV-00125989,CTR-41121-A1-00350,2012-08-31,MCN000009
DLV-00125990,CTR-41121-A1-00350,2012-08-31,MCN000001
DLV-00125991,CTR-41121-A1-00350,2012-08-31,MCN000001
DLV-00125992,CTR-41121-A1-00376,2012-08-31,MCN000014
DLV-00125993,CTR-41121-A1-00376,2012-08-31,MCN000014
DLV-00125994,CTR-41121-A1-00376,2012-08-31,MCN000001
DLV-00125995,CTR-41121-A1-00376,2012-08-31,MCN000001
DLV-00125996,CTR-41121-A1-00390,2012-08-31,MCN000014
DLV-00125997,CTR-41121-A1-00390,2012-08-31,MCN000001
DLV-00125998,CTR-41121-A1-00397,2012-08-31,MCN000014
DLV-00125999,CTR-41121-A1-00397,2012-08-31,MCN000009
DLV-00126000,CTR-41121-A1-00417,2012-08-31,MCN000001
DLV-00126001,CTR-41121-A1-00417,2012-08-31,MCN000009
DLV-00126002,CTR-41121-A1-00431,2012-08-31,MCN000014
DLV-00126003,CTR-41121-A1-00499,2012-08-31,MCN000014
DLV-00126004,CTR-41121-A1-00499,2012-08-31,MCN000009
DLV-00126005,CTR-41121-A1-00527,2012-08-31,MCN000001
DLV-00126006,CTR-41121-A1-00527,2012-08-31,MCN000009
DLV-00126007,CTR-41121-A1-00527,2012-08-31,MCN000014
DLV-00126008,CTR-41121-A1-00527,2012-08-31,MCN000009
DLV-00126009,CTR-41121-A1-00555,2012-08-31,MCN000009
DLV-00126010,CTR-41121-A1-00555,2012-08-31,MCN000001
DLV-00126011,CTR-41121-A1-00555,2012-08-31,MCN000009
DLV-00126012,CTR-41121-A1-00592,2012-08-31,MCN000001
DLV-00126013,CTR-41121-A1-00592,2012-08-31,MCN000014
DLV-00126014,CTR-41121-A1-00592,2012-08-31,MCN000009
DLV-00126015,CTR-41121-A1-00608,2012-08-31,MCN000014
DLV-00126016,CTR-41121-A1-00608,2012-08-31,MCN000001
DLV-00126017,CTR-41121-A1-00608,2012-08-31,MCN000001
DLV-00126018,CTR-41121-A1-00647,2012-08-31,MCN000001
DLV-00126019,CTR-41121-A1-00677,2012-08-31,MCN000001
DLV-00126020,CTR-41121-A1-00677,2012-08-31,MCN000009
DLV-00126021,CTR-41121-A1-00682,2012-08-31,MCN000009
DLV-00126022,CTR-41121-A1-00682,2012-08-31,MCN000009
DLV-00126023,CTR-41121-A1-00733,2012-08-31,MCN000009
DLV-00126024,CTR-41121-A1-00772,2012-08-31,MCN000014
DLV-00126025,CTR-41121-A1-00797,2012-08-31,MCN000001
DLV-00126026,CTR-41121-A1-00797,2012-08-31,MCN000014
DLV-00126027,CTR-41121-A1-00797,2012-08-31,MCN000001
DLV-00126028,CTR-41121-A1-00797,2012-08-31,MCN000009
DLV-00126029,CTR-41121-A1-00797,2012-08-31,MCN000001
DLV-00126030,CTR-41121-A1-00797,2012-08-31,MCN000014
DLV-00126031,CTR-41121-A1-00797,2012-08-31,MCN000009
DLV-00126032,CTR-41121-A1-00797,2012-08-31,MCN000009
DLV-00126033,CTR-41121-A1-00797,2012-08-31,MCN000009
DLV-00126034,CTR-41121-A1-00797,2012-08-31,MCN000014
DLV-00126035,CTR-41121-A1-00797,2012-08-31,MCN000014
DLV-00126036,CTR-41121-A1-00797,2012-08-31,MCN000014
DLV-00126037,CTR-41121-A1-00866,2012-08-31,MCN000009
DLV-00126038,CTR-41121-A1-00871,2012-08-31,MCN000009
DLV-00126039,CTR-41121-A1-00871,2012-08-31,MCN000014
DLV-00126040,CTR-41121-A1-00871,2012-08-31,MCN000014
DLV-00126041,CTR-41121-A1-00871,2012-08-31,MCN000014
DLV-00126042,CTR-41121-A1-00884,2012-08-31,MCN000001
DLV-00126043,CTR-41121-A1-00935,2012-08-31,MCN000001
DLV-00126044,CTR-41121-A1-00935,2012-08-31,MCN000009
DLV-00126045,CTR-41121-A1-00950,2012-08-31,MCN000001
DLV-00126046,CTR-41121-A1-00962,2012-08-31,MCN000014
DLV-00126047,CTR-41121-A1-00981,2012-08-31,MCN000001
DLV-00126048,CTR-41121-A1-00981,2012-08-31,MCN000001
DLV-00126049,CTR-41121-A1-00982,2012-08-31,MCN000009
DLV-00126050,CTR-41121-A1-01014,2012-08-31,MCN000001
DLV-00126051,CTR-41121-A1-01014,2012-08-31,MCN000001
DLV-00126052,CTR-41121-A1-01014,2012-08-31,MCN000009
DLV-00126053,CTR-41121-A1-01014,2012-08-31,MCN000009
DLV-00126054,CTR-41121-A1-01014,2012-08-31,MCN000001
DLV-00126055,CTR-41121-A1-01014,2012-08-31,MCN000009
DLV-00126056,CTR-41121-A1-01014,2012-08-31,MCN000014
DLV-00126057,CTR-41121-A1-01042,2012-08-31,MCN000009
DLV-00126058,CTR-41121-A1-01042,2012-08-31,MCN000014
DLV-00126059,CTR-41121-A1-01042,2012-08-31,MCN000009
DLV-00126060,CTR-41121-A1-01042,2012-08-31,MCN000001
DLV-00126061,CTR-41121-A1-01061,2012-08-31,MCN000014
DLV-00126062,CTR-41121-A1-01065,2012-08-31,MCN000014
DLV-00126063,CTR-41121-A1-01085,2012-08-31,MCN000001
DLV-00126064,CTR-41121-A1-01085,2012-08-31,MCN000001
DLV-00126065,CTR-41121-A1-01089,2012-08-31,MCN000009
DLV-00126066,CTR-41121-A1-01089,2012-08-31,MCN000009
DLV-00126067,CTR-41121-A1-01089,2012-08-31,MCN000001
DLV-00126068,CTR-41121-A1-01089,2012-08-31,MCN000014
DLV-00126069,CTR-41121-A1-01089,2012-08-31,MCN000009
DLV-00126070,CTR-41121-A1-01089,2012-08-31,MCN000001
DLV-00126071,CTR-41121-A1-01089,2012-08-31,MCN000001
DLV-00126072,CTR-41121-A1-01089,2012-08-31,MCN000001
DLV-00126073,CTR-41121-A1-01126,2012-08-31,MCN000014
DLV-00126074,CTR-41121-A1-01151,2012-08-31,MCN000014
DLV-00126075,CTR-41121-A1-01151,2012-08-31,MCN000009
DLV-00126076,CTR-41121-A1-01151,2012-08-31,MCN000009
DLV-00126077,CTR-41121-A1-01151,2012-08-31,MCN000014
DLV-00126078,CTR-41121-A11-00199,2012-08-31,MCN000001
DLV-00126079,CTR-41121-A11-00199,2012-08-31,MCN000009
DLV-00126080,CTR-41121-A11-00199,2012-08-31,MCN000014
DLV-00126081,CTR-41121-A11-00199,2012-08-31,MCN000014
DLV-00126082,CTR-41121-A11-00199,2012-08-31,MCN000001
DLV-00126083,CTR-41121-A11-00372,2012-08-31,MCN000009
DLV-00126084,CTR-41121-A11-00372,2012-08-31,MCN000009
DLV-00126085,CTR-41121-A11-00372,2012-08-31,MCN000014
DLV-00126086,CTR-41121-A11-00372,2012-08-31,MCN000001
DLV-00126087,CTR-41121-A11-00372,2012-08-31,MCN000009
DLV-00126088,CTR-41121-A11-00372,2012-08-31,MCN000001
DLV-00126089,CTR-41121-A11-00372,2012-08-31,MCN000009
DLV-00126090,CTR-41121-A11-00537,2012-08-31,MCN000009
DLV-00126091,CTR-41121-A11-00537,2012-08-31,MCN000014
DLV-00126092,CTR-41121-A11-00883,2012-08-31,MCN000009
DLV-00126093,CTR-41121-A12-00136,2012-08-31,MCN000009
DLV-00126094,CTR-41121-A12-00136,2012-08-31,MCN000014
DLV-00126095,CTR-41121-A12-00136,2012-08-31,MCN000009
DLV-00126096,CTR-41121-A12-00136,2012-08-31,MCN000014
DLV-00126097,CTR-41121-A12-00154,2012-08-31,MCN000014
DLV-00126098,CTR-41121-A12-00154,2012-08-31,MCN000014
DLV-00126099,CTR-41121-A12-00154,2012-08-31,MCN000009
DLV-00126100,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126101,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126102,CTR-41121-A12-00154,2012-08-31,MCN000009
DLV-00126103,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126104,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126105,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126106,CTR-41121-A12-00154,2012-08-31,MCN000001
DLV-00126107,CTR-41121-A13-00647,2012-08-31,MCN000001
DLV-00126108,CTR-41121-A13-00647,2012-08-31,MCN000009
DLV-00126109,CTR-41121-A13-00647,2012-08-31,MCN000001
DLV-00126110,CTR-41121-A13-00647,2012-08-31,MCN000014
DLV-00126111,CTR-41121-A13-00647,2012-08-31,MCN000009
