契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-41243-A8-00779	CUS00779	2012-11-30	IVC-41243-A8-00779	1370000	70000
CTR-41243-A8-00875	CUS00875	2012-11-30	IVC-41243-A8-00875	4520000	220000
CTR-41243-A8-00888	CUS00888	2012-11-30	IVC-41243-A8-00888	1350000	70000
CTR-41243-A8-00951	CUS00951	2012-11-30	IVC-41243-A8-00951	4560000	220000
CTR-41243-A8-00981	CUS00981	2012-11-30	IVC-41243-A8-00981	180000	10000
CTR-41243-A8-00982	CUS00982	2012-11-30	IVC-41243-A8-00982	490000	30000
CTR-41243-A8-00989	CUS00989	2012-11-30	IVC-41243-A8-00989	970000	50000
CTR-41243-A9-00054	CUS00054	2012-11-30	IVC-41243-A9-00054	840000	40000
CTR-41243-A9-00122	CUS00122	2012-11-30	IVC-41243-A9-00122	870000	50000
CTR-41243-A9-00256	CUS00256	2012-11-30	IVC-41243-A9-00256	180000	10000
CTR-41243-A9-00259	CUS00259	2012-11-30	IVC-41243-A9-00259	3900000	190000
CTR-41243-A9-00410	CUS00410	2012-11-30	IVC-41243-A9-00410	1350000	70000
CTR-41243-A9-00442	CUS00442	2012-11-30	IVC-41243-A9-00442	1650000	80000
CTR-41243-A9-00482	CUS00482	2012-11-30	IVC-41243-A9-00482	3020000	150000
CTR-41243-A9-00512	CUS00512	2012-11-30	IVC-41243-A9-00512	1830000	90000
CTR-41243-A9-00613	CUS00613	2012-11-30	IVC-41243-A9-00613	490000	30000
CTR-41243-A9-00774	CUS00774	2012-11-30	IVC-41243-A9-00774	4140000	200000
CTR-41243-A9-00863	CUS00863	2012-11-30	IVC-41243-A9-00863	1530000	80000
CTR-41243-A9-00997	CUS00997	2012-11-30	IVC-41243-A9-00997	2010000	100000
CTR-41243-A9-01002	CUS01002	2012-11-30	IVC-41243-A9-01002	670000	40000
CTR-41243-A9-01085	CUS01085	2012-11-30	IVC-41243-A9-01085	1330000	70000
CTR-41243-A9-01091	CUS01091	2012-11-30	IVC-41243-A9-01091	2710000	130000
CTR-41243-M1-00564	CUS00564	2012-11-30	IVC-41243-M1-00564	9310000	450000
CTR-41243-M1-00604	CUS00604	2012-11-30	IVC-41243-M1-00604	9310000	450000
CTR-41243-M2-01039	CUS01039	2012-11-30	IVC-41243-M2-01039	9310000	450000
CTR-41243-M4-00611	CUS00611	2012-11-30	IVC-41243-M4-00611	8130000	390000
CTR-41243-R1-00281	CUS00281	2012-11-30	IVC-41243-R1-00281	8260000	400000
CTR-41243-R1-00282	CUS00282	2012-11-30	IVC-41243-R1-00282	14530000	700000
CTR-41243-R1-00356	CUS00356	2012-11-30	IVC-41243-R1-00356	4190000	200000
CTR-41243-R1-00400	CUS00400	2012-11-30	IVC-41243-R1-00400	4080000	200000
CTR-41243-R1-00439	CUS00439	2012-11-30	IVC-41243-R1-00439	3040000	150000
CTR-41243-R1-00563	CUS00563	2012-11-30	IVC-41243-R1-00563	11030000	530000
CTR-41243-R1-00604	CUS00604	2012-11-30	IVC-41243-R1-00604	9550000	460000
CTR-41243-R1-01073	CUS01073	2012-11-30	IVC-41243-R1-01073	4040000	200000
CTR-41243-R1-01080	CUS01080	2012-11-30	IVC-41243-R1-01080	1520000	80000
CTR-41243-R1-01106	CUS01106	2012-11-30	IVC-41243-R1-01106	3420000	170000
CTR-41243-R2-00069	CUS00069	2012-11-30	IVC-41243-R2-00069	1520000	80000
CTR-41243-R2-00130	CUS00130	2012-11-30	IVC-41243-R2-00130	3030000	150000
CTR-41243-R2-00195	CUS00195	2012-11-30	IVC-41243-R2-00195	4080000	200000
CTR-41243-R2-00197	CUS00197	2012-11-30	IVC-41243-R2-00197	3040000	150000
CTR-41243-R2-00413	CUS00413	2012-11-30	IVC-41243-R2-00413	6510000	310000
CTR-41243-R2-00613	CUS00613	2012-11-30	IVC-41243-R2-00613	7280000	350000
CTR-41243-R2-00729	CUS00729	2012-11-30	IVC-41243-R2-00729	6830000	330000
CTR-41243-R2-00805	CUS00805	2012-11-30	IVC-41243-R2-00805	8270000	400000
CTR-41243-R2-00888	CUS00888	2012-11-30	IVC-41243-R2-00888	7400000	360000
CTR-41243-R2-00946	CUS00946	2012-11-30	IVC-41243-R2-00946	3030000	150000
CTR-41243-R2-01080	CUS01080	2012-11-30	IVC-41243-R2-01080	3040000	150000
CTR-41243-R3-00137	CUS00137	2012-11-30	IVC-41243-R3-00137	4190000	200000
CTR-41243-R3-00372	CUS00372	2012-11-30	IVC-41243-R3-00372	3040000	150000
CTR-41243-R3-01097	CUS01097	2012-11-30	IVC-41243-R3-01097	8460000	410000
CTR-41243-R4-00054	CUS00054	2012-11-30	IVC-41243-R4-00054	6700000	320000
CTR-41243-R4-00118	CUS00118	2012-11-30	IVC-41243-R4-00118	6510000	310000
CTR-41243-R4-00255	CUS00255	2012-11-30	IVC-41243-R4-00255	3210000	160000
CTR-41243-R4-00548	CUS00548	2012-11-30	IVC-41243-R4-00548	4460000	220000
CTR-41243-R4-00780	CUS00780	2012-11-30	IVC-41243-R4-00780	2940000	140000
CTR-41243-R4-01002	CUS01002	2012-11-30	IVC-41243-R4-01002	8460000	410000
CTR-41243-R4-01097	CUS01097	2012-11-30	IVC-41243-R4-01097	3040000	150000
CTR-41243-R4-01126	CUS01126	2012-11-30	IVC-41243-R4-01126	8460000	410000
CTR-41243-R5-00017	CUS00017	2012-11-30	IVC-41243-R5-00017	6050000	290000
CTR-41243-R5-00136	CUS00136	2012-11-30	IVC-41243-R5-00136	6700000	320000
CTR-41243-R5-00875	CUS00875	2012-11-30	IVC-41243-R5-00875	11660000	560000
CTR-41243-R5-00989	CUS00989	2012-11-30	IVC-41243-R5-00989	2780000	140000
CTR-41243-R5-01126	CUS01126	2012-11-30	IVC-41243-R5-01126	4190000	200000
CTR-41243-R6-00098	CUS00098	2012-11-30	IVC-41243-R6-00098	6510000	310000
CTR-41243-R6-00744	CUS00744	2012-11-30	IVC-41243-R6-00744	6700000	320000
CTR-41274-A10-00118	CUS00118	2012-12-31	IVC-41274-A10-00118	360000	20000
CTR-41274-A10-00127	CUS00127	2012-12-31	IVC-41274-A10-00127	490000	30000
CTR-41274-A1-00014	CUS00014	2012-12-31	IVC-41274-A1-00014	490000	30000
CTR-41274-A1-00033	CUS00033	2012-12-31	IVC-41274-A1-00033	3250000	160000
CTR-41274-A10-00604	CUS00604	2012-12-31	IVC-41274-A10-00604	2370000	120000
CTR-41274-A10-00770	CUS00770	2012-12-31	IVC-41274-A10-00770	490000	30000
CTR-41274-A10-00771	CUS00771	2012-12-31	IVC-41274-A10-00771	1850000	90000
CTR-41274-A10-00780	CUS00780	2012-12-31	IVC-41274-A10-00780	180000	10000
CTR-41274-A10-00951	CUS00951	2012-12-31	IVC-41274-A10-00951	690000	40000
CTR-41274-A1-00104	CUS00104	2012-12-31	IVC-41274-A1-00104	1650000	80000
CTR-41274-A10-01126	CUS01126	2012-12-31	IVC-41274-A10-01126	670000	40000
CTR-41274-A1-00130	CUS00130	2012-12-31	IVC-41274-A1-00130	1350000	70000
CTR-41274-A1-00159	CUS00159	2012-12-31	IVC-41274-A1-00159	3200000	160000
CTR-41274-A1-00201	CUS00201	2012-12-31	IVC-41274-A1-00201	870000	50000
CTR-41274-A1-00275	CUS00275	2012-12-31	IVC-41274-A1-00275	870000	50000
CTR-41274-A1-00422	CUS00422	2012-12-31	IVC-41274-A1-00422	3000000	150000
CTR-41274-A1-00542	CUS00542	2012-12-31	IVC-41274-A1-00542	1550000	80000
CTR-41274-A1-00613	CUS00613	2012-12-31	IVC-41274-A1-00613	3180000	160000
CTR-41274-A1-00630	CUS00630	2012-12-31	IVC-41274-A1-00630	3400000	170000
CTR-41274-A1-00810	CUS00810	2012-12-31	IVC-41274-A1-00810	360000	20000
CTR-41274-A1-00815	CUS00815	2012-12-31	IVC-41274-A1-00815	1150000	60000
CTR-41274-A1-00822	CUS00822	2012-12-31	IVC-41274-A1-00822	1170000	60000
CTR-41274-A1-00883	CUS00883	2012-12-31	IVC-41274-A1-00883	970000	50000
CTR-41274-A1-00990	CUS00990	2012-12-31	IVC-41274-A1-00990	690000	40000
CTR-41274-A1-01002	CUS01002	2012-12-31	IVC-41274-A1-01002	1550000	80000
CTR-41274-A1-01060	CUS01060	2012-12-31	IVC-41274-A1-01060	180000	10000
CTR-41274-A11-00122	CUS00122	2012-12-31	IVC-41274-A11-00122	1530000	80000
CTR-41274-A11-00143	CUS00143	2012-12-31	IVC-41274-A11-00143	1170000	60000
CTR-41274-A11-00339	CUS00339	2012-12-31	IVC-41274-A11-00339	180000	10000
CTR-41274-A11-00482	CUS00482	2012-12-31	IVC-41274-A11-00482	490000	30000
CTR-41274-A11-00729	CUS00729	2012-12-31	IVC-41274-A11-00729	1220000	60000
CTR-41274-A11-00863	CUS00863	2012-12-31	IVC-41274-A11-00863	180000	10000
CTR-41274-A12-00017	CUS00017	2012-12-31	IVC-41274-A12-00017	670000	40000
CTR-41274-A12-00950	CUS00950	2012-12-31	IVC-41274-A12-00950	690000	40000
CTR-41274-A13-00154	CUS00154	2012-12-31	IVC-41274-A13-00154	2140000	110000
CTR-41274-A13-01030	CUS01030	2012-12-31	IVC-41274-A13-01030	180000	10000
CTR-41274-A14-00331	CUS00331	2012-12-31	IVC-41274-A14-00331	180000	10000
CTR-41274-A14-00548	CUS00548	2012-12-31	IVC-41274-A14-00548	180000	10000
CTR-41274-A16-01061	CUS01061	2012-12-31	IVC-41274-A16-01061	670000	40000
CTR-41274-A17-00457	CUS00457	2012-12-31	IVC-41274-A17-00457	670000	40000
CTR-41274-A17-00463	CUS00463	2012-12-31	IVC-41274-A17-00463	1150000	60000
CTR-41274-A18-00063	CUS00063	2012-12-31	IVC-41274-A18-00063	1850000	90000
CTR-41274-A2-00014	CUS00014	2012-12-31	IVC-41274-A2-00014	1650000	80000
CTR-41274-A2-00017	CUS00017	2012-12-31	IVC-41274-A2-00017	870000	50000
CTR-41274-A2-00020	CUS00020	2012-12-31	IVC-41274-A2-00020	180000	10000
CTR-41274-A2-00068	CUS00068	2012-12-31	IVC-41274-A2-00068	870000	50000
CTR-41274-A2-00108	CUS00108	2012-12-31	IVC-41274-A2-00108	2190000	110000
CTR-41274-A2-00124	CUS00124	2012-12-31	IVC-41274-A2-00124	180000	10000
CTR-41274-A2-00136	CUS00136	2012-12-31	IVC-41274-A2-00136	690000	40000
CTR-41274-A2-00141	CUS00141	2012-12-31	IVC-41274-A2-00141	870000	50000
CTR-41274-A2-00152	CUS00152	2012-12-31	IVC-41274-A2-00152	1170000	60000
CTR-41274-A2-00173	CUS00173	2012-12-31	IVC-41274-A2-00173	870000	50000
CTR-41274-A2-00381	CUS00381	2012-12-31	IVC-41274-A2-00381	1650000	80000
CTR-41274-A2-00490	CUS00490	2012-12-31	IVC-41274-A2-00490	870000	50000
CTR-41274-A2-00547	CUS00547	2012-12-31	IVC-41274-A2-00547	490000	30000
CTR-41274-A2-00548	CUS00548	2012-12-31	IVC-41274-A2-00548	970000	50000
CTR-41274-A2-00549	CUS00549	2012-12-31	IVC-41274-A2-00549	1040000	50000
CTR-41274-A2-00566	CUS00566	2012-12-31	IVC-41274-A2-00566	6370000	310000
CTR-41274-A2-00575	CUS00575	2012-12-31	IVC-41274-A2-00575	180000	10000
CTR-41274-A2-00681	CUS00681	2012-12-31	IVC-41274-A2-00681	490000	30000
CTR-41274-A2-00682	CUS00682	2012-12-31	IVC-41274-A2-00682	490000	30000
CTR-41274-A2-00783	CUS00783	2012-12-31	IVC-41274-A2-00783	670000	40000
CTR-41274-A2-00870	CUS00870	2012-12-31	IVC-41274-A2-00870	1530000	80000
CTR-41274-A2-00902	CUS00902	2012-12-31	IVC-41274-A2-00902	690000	40000
CTR-41274-A2-00989	CUS00989	2012-12-31	IVC-41274-A2-00989	870000	50000
CTR-41274-A2-01073	CUS01073	2012-12-31	IVC-41274-A2-01073	690000	40000
CTR-41274-A2-01080	CUS01080	2012-12-31	IVC-41274-A2-01080	1530000	80000
CTR-41274-A2-01097	CUS01097	2012-12-31	IVC-41274-A2-01097	6510000	310000
CTR-41274-A2-01125	CUS01125	2012-12-31	IVC-41274-A2-01125	870000	50000
CTR-41274-A2-01132	CUS01132	2012-12-31	IVC-41274-A2-01132	3090000	150000
CTR-41274-A2-01148	CUS01148	2012-12-31	IVC-41274-A2-01148	1170000	60000
CTR-41274-A3-00024	CUS00024	2012-12-31	IVC-41274-A3-00024	670000	40000
CTR-41274-A3-00060	CUS00060	2012-12-31	IVC-41274-A3-00060	180000	10000
CTR-41274-A3-00083	CUS00083	2012-12-31	IVC-41274-A3-00083	1850000	90000
CTR-41274-A3-00136	CUS00136	2012-12-31	IVC-41274-A3-00136	670000	40000
CTR-41274-A3-00152	CUS00152	2012-12-31	IVC-41274-A3-00152	180000	10000
CTR-41274-A3-00238	CUS00238	2012-12-31	IVC-41274-A3-00238	670000	40000
CTR-41274-A3-00255	CUS00255	2012-12-31	IVC-41274-A3-00255	3660000	180000
CTR-41274-A3-00281	CUS00281	2012-12-31	IVC-41274-A3-00281	2190000	110000
CTR-41274-A3-00301	CUS00301	2012-12-31	IVC-41274-A3-00301	3220000	160000
CTR-41274-A3-00431	CUS00431	2012-12-31	IVC-41274-A3-00431	180000	10000
CTR-41274-A3-00561	CUS00561	2012-12-31	IVC-41274-A3-00561	1170000	60000
CTR-41274-A3-00575	CUS00575	2012-12-31	IVC-41274-A3-00575	690000	40000
CTR-41274-A3-00578	CUS00578	2012-12-31	IVC-41274-A3-00578	690000	40000
CTR-41274-A3-00586	CUS00586	2012-12-31	IVC-41274-A3-00586	2120000	110000
CTR-41274-A3-00784	CUS00784	2012-12-31	IVC-41274-A3-00784	490000	30000
CTR-41274-A3-00797	CUS00797	2012-12-31	IVC-41274-A3-00797	180000	10000
CTR-41274-A3-00850	CUS00850	2012-12-31	IVC-41274-A3-00850	2030000	100000
CTR-41274-A3-00878	CUS00878	2012-12-31	IVC-41274-A3-00878	490000	30000
CTR-41274-A3-00981	CUS00981	2012-12-31	IVC-41274-A3-00981	490000	30000
CTR-41274-A3-01043	CUS01043	2012-12-31	IVC-41274-A3-01043	1850000	90000
CTR-41274-A3-01067	CUS01067	2012-12-31	IVC-41274-A3-01067	720000	40000
CTR-41274-A3-01106	CUS01106	2012-12-31	IVC-41274-A3-01106	870000	50000
CTR-41274-A3-01109	CUS01109	2012-12-31	IVC-41274-A3-01109	670000	40000
CTR-41274-A3-01150	CUS01150	2012-12-31	IVC-41274-A3-01150	1730000	90000
CTR-41274-A4-00010	CUS00010	2012-12-31	IVC-41274-A4-00010	360000	20000
CTR-41274-A4-00060	CUS00060	2012-12-31	IVC-41274-A4-00060	1350000	70000
CTR-41274-A4-00104	CUS00104	2012-12-31	IVC-41274-A4-00104	1170000	60000
CTR-41274-A4-00123	CUS00123	2012-12-31	IVC-41274-A4-00123	490000	30000
CTR-41274-A4-00143	CUS00143	2012-12-31	IVC-41274-A4-00143	2890000	140000
CTR-41274-A4-00148	CUS00148	2012-12-31	IVC-41274-A4-00148	3480000	170000
CTR-41274-A4-00169	CUS00169	2012-12-31	IVC-41274-A4-00169	490000	30000
CTR-41274-A4-00256	CUS00256	2012-12-31	IVC-41274-A4-00256	180000	10000
CTR-41274-A4-00275	CUS00275	2012-12-31	IVC-41274-A4-00275	1150000	60000
CTR-41274-A4-00357	CUS00357	2012-12-31	IVC-41274-A4-00357	690000	40000
CTR-41274-A4-00375	CUS00375	2012-12-31	IVC-41274-A4-00375	1170000	60000
CTR-41274-A4-00431	CUS00431	2012-12-31	IVC-41274-A4-00431	970000	50000
CTR-41274-A4-00480	CUS00480	2012-12-31	IVC-41274-A4-00480	1530000	80000
CTR-41274-A4-00482	CUS00482	2012-12-31	IVC-41274-A4-00482	1850000	90000
CTR-41274-A4-00548	CUS00548	2012-12-31	IVC-41274-A4-00548	490000	30000
CTR-41274-A4-00608	CUS00608	2012-12-31	IVC-41274-A4-00608	690000	40000
CTR-41274-A4-00636	CUS00636	2012-12-31	IVC-41274-A4-00636	180000	10000
CTR-41274-A4-00735	CUS00735	2012-12-31	IVC-41274-A4-00735	180000	10000
CTR-41274-A4-00763	CUS00763	2012-12-31	IVC-41274-A4-00763	4350000	210000
CTR-41274-A4-00770	CUS00770	2012-12-31	IVC-41274-A4-00770	870000	50000
CTR-41274-A4-00801	CUS00801	2012-12-31	IVC-41274-A4-00801	1830000	90000
CTR-41274-A4-00875	CUS00875	2012-12-31	IVC-41274-A4-00875	180000	10000
CTR-41274-A4-00879	CUS00879	2012-12-31	IVC-41274-A4-00879	3090000	150000
CTR-41274-A4-00900	CUS00900	2012-12-31	IVC-41274-A4-00900	490000	30000
CTR-41274-A4-00980	CUS00980	2012-12-31	IVC-41274-A4-00980	2050000	100000
CTR-41274-A5-00006	CUS00006	2012-12-31	IVC-41274-A5-00006	1830000	90000
CTR-41274-A5-00042	CUS00042	2012-12-31	IVC-41274-A5-00042	490000	30000
CTR-41274-A5-00098	CUS00098	2012-12-31	IVC-41274-A5-00098	1170000	60000
CTR-41274-A5-00275	CUS00275	2012-12-31	IVC-41274-A5-00275	180000	10000
CTR-41274-A5-00286	CUS00286	2012-12-31	IVC-41274-A5-00286	3180000	160000
CTR-41274-A5-00287	CUS00287	2012-12-31	IVC-41274-A5-00287	870000	50000
CTR-41274-A5-00427	CUS00427	2012-12-31	IVC-41274-A5-00427	490000	30000
CTR-41274-A5-00470	CUS00470	2012-12-31	IVC-41274-A5-00470	840000	40000
CTR-41274-A5-00648	CUS00648	2012-12-31	IVC-41274-A5-00648	2030000	100000
CTR-41274-A5-00718	CUS00718	2012-12-31	IVC-41274-A5-00718	840000	40000
CTR-41274-A5-00774	CUS00774	2012-12-31	IVC-41274-A5-00774	1350000	70000
CTR-41274-A5-00792	CUS00792	2012-12-31	IVC-41274-A5-00792	3890000	190000
CTR-41274-A5-00821	CUS00821	2012-12-31	IVC-41274-A5-00821	870000	50000
CTR-41274-A5-00900	CUS00900	2012-12-31	IVC-41274-A5-00900	1220000	60000
CTR-41274-A5-00902	CUS00902	2012-12-31	IVC-41274-A5-00902	670000	40000
CTR-41274-A5-00979	CUS00979	2012-12-31	IVC-41274-A5-00979	970000	50000
CTR-41274-A5-01101	CUS01101	2012-12-31	IVC-41274-A5-01101	1510000	80000
CTR-41274-A6-00076	CUS00076	2012-12-31	IVC-41274-A6-00076	1220000	60000
CTR-41274-A6-00375	CUS00375	2012-12-31	IVC-41274-A6-00375	1730000	90000
CTR-41274-A6-00424	CUS00424	2012-12-31	IVC-41274-A6-00424	2210000	110000
CTR-41274-A6-00442	CUS00442	2012-12-31	IVC-41274-A6-00442	1910000	100000
CTR-41274-A6-00551	CUS00551	2012-12-31	IVC-41274-A6-00551	690000	40000
CTR-41274-A6-00640	CUS00640	2012-12-31	IVC-41274-A6-00640	4340000	210000
CTR-41274-A6-00681	CUS00681	2012-12-31	IVC-41274-A6-00681	670000	40000
CTR-41274-A6-00733	CUS00733	2012-12-31	IVC-41274-A6-00733	3180000	160000
CTR-41274-A6-00774	CUS00774	2012-12-31	IVC-41274-A6-00774	180000	10000
CTR-41274-A6-00879	CUS00879	2012-12-31	IVC-41274-A6-00879	1350000	70000
CTR-41274-A6-00888	CUS00888	2012-12-31	IVC-41274-A6-00888	490000	30000
CTR-41274-A6-00952	CUS00952	2012-12-31	IVC-41274-A6-00952	670000	40000
CTR-41274-A6-00981	CUS00981	2012-12-31	IVC-41274-A6-00981	690000	40000
CTR-41274-A6-01065	CUS01065	2012-12-31	IVC-41274-A6-01065	490000	30000
CTR-41274-A6-01085	CUS01085	2012-12-31	IVC-41274-A6-01085	490000	30000
CTR-41274-A7-00186	CUS00186	2012-12-31	IVC-41274-A7-00186	540000	30000
CTR-41274-A7-00275	CUS00275	2012-12-31	IVC-41274-A7-00275	870000	50000
CTR-41274-A7-00353	CUS00353	2012-12-31	IVC-41274-A7-00353	690000	40000
CTR-41274-A7-00375	CUS00375	2012-12-31	IVC-41274-A7-00375	2710000	130000
CTR-41274-A7-00427	CUS00427	2012-12-31	IVC-41274-A7-00427	2890000	140000
CTR-41274-A7-00481	CUS00481	2012-12-31	IVC-41274-A7-00481	690000	40000
CTR-41274-A7-00576	CUS00576	2012-12-31	IVC-41274-A7-00576	840000	40000
CTR-41274-A7-00593	CUS00593	2012-12-31	IVC-41274-A7-00593	670000	40000
CTR-41274-A7-00940	CUS00940	2012-12-31	IVC-41274-A7-00940	870000	50000
CTR-41274-A7-00950	CUS00950	2012-12-31	IVC-41274-A7-00950	180000	10000
CTR-41274-A7-00981	CUS00981	2012-12-31	IVC-41274-A7-00981	2340000	120000
CTR-41274-A7-01097	CUS01097	2012-12-31	IVC-41274-A7-01097	690000	40000
CTR-41274-A7-01125	CUS01125	2012-12-31	IVC-41274-A7-01125	690000	40000
CTR-41274-A8-00098	CUS00098	2012-12-31	IVC-41274-A8-00098	1370000	70000
CTR-41274-A8-00118	CUS00118	2012-12-31	IVC-41274-A8-00118	490000	30000
CTR-41274-A8-00191	CUS00191	2012-12-31	IVC-41274-A8-00191	1550000	80000
CTR-41274-A8-00301	CUS00301	2012-12-31	IVC-41274-A8-00301	2870000	140000
CTR-41274-A8-00437	CUS00437	2012-12-31	IVC-41274-A8-00437	540000	30000
CTR-41274-A8-00455	CUS00455	2012-12-31	IVC-41274-A8-00455	2030000	100000
CTR-41274-A8-00564	CUS00564	2012-12-31	IVC-41274-A8-00564	1170000	60000
CTR-41274-A8-00646	CUS00646	2012-12-31	IVC-41274-A8-00646	690000	40000
CTR-41274-A8-00744	CUS00744	2012-12-31	IVC-41274-A8-00744	2870000	140000
CTR-41274-A8-00863	CUS00863	2012-12-31	IVC-41274-A8-00863	5100000	250000
CTR-41274-A8-01002	CUS01002	2012-12-31	IVC-41274-A8-01002	1200000	60000
CTR-41274-A8-01060	CUS01060	2012-12-31	IVC-41274-A8-01060	3380000	170000
CTR-41274-A8-01125	CUS01125	2012-12-31	IVC-41274-A8-01125	1730000	90000
CTR-41274-A9-00154	CUS00154	2012-12-31	IVC-41274-A9-00154	180000	10000
CTR-41274-A9-00331	CUS00331	2012-12-31	IVC-41274-A9-00331	870000	50000
CTR-41274-A9-00480	CUS00480	2012-12-31	IVC-41274-A9-00480	1150000	60000
CTR-41274-A9-00610	CUS00610	2012-12-31	IVC-41274-A9-00610	1630000	80000
CTR-41274-A9-00951	CUS00951	2012-12-31	IVC-41274-A9-00951	4110000	200000
CTR-41274-M1-00499	CUS00499	2012-12-31	IVC-41274-M1-00499	8130000	390000
CTR-41274-M1-00613	CUS00613	2012-12-31	IVC-41274-M1-00613	9800000	470000
CTR-41274-M1-00815	CUS00815	2012-12-31	IVC-41274-M1-00815	9310000	450000
CTR-41274-M1-01133	CUS01133	2012-12-31	IVC-41274-M1-01133	9800000	470000
CTR-41274-R1-00016	CUS00016	2012-12-31	IVC-41274-R1-00016	6700000	320000
CTR-41274-R1-00173	CUS00173	2012-12-31	IVC-41274-R1-00173	4040000	200000
CTR-41274-R1-00181	CUS00181	2012-12-31	IVC-41274-R1-00181	6700000	320000
CTR-41274-R1-00442	CUS00442	2012-12-31	IVC-41274-R1-00442	3030000	150000
CTR-41274-R1-00542	CUS00542	2012-12-31	IVC-41274-R1-00542	6510000	310000
CTR-41274-R1-00613	CUS00613	2012-12-31	IVC-41274-R1-00613	2780000	140000
CTR-41274-R1-00705	CUS00705	2012-12-31	IVC-41274-R1-00705	3040000	150000
CTR-41274-R1-00733	CUS00733	2012-12-31	IVC-41274-R1-00733	2940000	140000
CTR-41274-R1-00878	CUS00878	2012-12-31	IVC-41274-R1-00878	11230000	540000
CTR-41274-R1-00891	CUS00891	2012-12-31	IVC-41274-R1-00891	6510000	310000
CTR-41274-R1-01042	CUS01042	2012-12-31	IVC-41274-R1-01042	3040000	150000
CTR-41274-R1-01133	CUS01133	2012-12-31	IVC-41274-R1-01133	3210000	160000
CTR-41274-R2-00199	CUS00199	2012-12-31	IVC-41274-R2-00199	3210000	160000
CTR-41274-R2-00253	CUS00253	2012-12-31	IVC-41274-R2-00253	4040000	200000
CTR-41274-R2-00356	CUS00356	2012-12-31	IVC-41274-R2-00356	4190000	200000
CTR-41274-R2-00427	CUS00427	2012-12-31	IVC-41274-R2-00427	2780000	140000
CTR-41274-R2-00535	CUS00535	2012-12-31	IVC-41274-R2-00535	10740000	520000
CTR-41274-R2-00552	CUS00552	2012-12-31	IVC-41274-R2-00552	13910000	670000
CTR-41274-R2-00641	CUS00641	2012-12-31	IVC-41274-R2-00641	4080000	200000
CTR-41274-R2-00980	CUS00980	2012-12-31	IVC-41274-R2-00980	10700000	510000
CTR-41274-R3-00091	CUS00091	2012-12-31	IVC-41274-R3-00091	8260000	400000
CTR-41274-R3-00281	CUS00281	2012-12-31	IVC-41274-R3-00281	5980000	290000
CTR-41274-R3-00608	CUS00608	2012-12-31	IVC-41274-R3-00608	3040000	150000
CTR-41274-R3-00805	CUS00805	2012-12-31	IVC-41274-R3-00805	5980000	290000
CTR-41274-R4-00561	CUS00561	2012-12-31	IVC-41274-R4-00561	10780000	520000
CTR-41274-R4-00733	CUS00733	2012-12-31	IVC-41274-R4-00733	6510000	310000
CTR-41274-R5-00903	CUS00903	2012-12-31	IVC-41274-R5-00903	3040000	150000
CTR-41274-R6-00610	CUS00610	2012-12-31	IVC-41274-R6-00610	3040000	150000
CTR-41274-R7-00006	CUS00006	2012-12-31	IVC-41274-R7-00006	8260000	400000
CTR-41274-R7-00610	CUS00610	2012-12-31	IVC-41274-R7-00610	2940000	140000
CTR-41305-A10-00014	CUS00014	2013-01-31	IVC-41305-A10-00014	690000	40000
CTR-41305-A10-00083	CUS00083	2013-01-31	IVC-41305-A10-00083	180000	10000
CTR-41305-A1-00010	CUS00010	2013-01-31	IVC-41305-A1-00010	690000	40000
CTR-41305-A10-00152	CUS00152	2013-01-31	IVC-41305-A10-00152	180000	10000
CTR-41305-A10-00381	CUS00381	2013-01-31	IVC-41305-A10-00381	670000	40000
CTR-41305-A10-00482	CUS00482	2013-01-31	IVC-41305-A10-00482	1370000	70000
CTR-41305-A10-00490	CUS00490	2013-01-31	IVC-41305-A10-00490	180000	10000
CTR-41305-A1-00054	CUS00054	2013-01-31	IVC-41305-A1-00054	2310000	110000
CTR-41305-A10-00592	CUS00592	2013-01-31	IVC-41305-A10-00592	2140000	110000
CTR-41305-A1-00060	CUS00060	2013-01-31	IVC-41305-A1-00060	2140000	110000
CTR-41305-A1-00062	CUS00062	2013-01-31	IVC-41305-A1-00062	1170000	60000
CTR-41305-A1-00091	CUS00091	2013-01-31	IVC-41305-A1-00091	1530000	80000
CTR-41305-A10-01013	CUS01013	2013-01-31	IVC-41305-A10-01013	180000	10000
CTR-41305-A10-01151	CUS01151	2013-01-31	IVC-41305-A10-01151	870000	50000
CTR-41305-A1-00136	CUS00136	2013-01-31	IVC-41305-A1-00136	670000	40000
CTR-41305-A1-00137	CUS00137	2013-01-31	IVC-41305-A1-00137	1450000	70000
CTR-41305-A1-00141	CUS00141	2013-01-31	IVC-41305-A1-00141	2170000	110000
CTR-41305-A1-00143	CUS00143	2013-01-31	IVC-41305-A1-00143	1850000	90000
CTR-41305-A1-00199	CUS00199	2013-01-31	IVC-41305-A1-00199	1170000	60000
CTR-41305-A1-00207	CUS00207	2013-01-31	IVC-41305-A1-00207	3150000	150000
CTR-41305-A1-00238	CUS00238	2013-01-31	IVC-41305-A1-00238	180000	10000
CTR-41305-A1-00279	CUS00279	2013-01-31	IVC-41305-A1-00279	540000	30000
CTR-41305-A1-00281	CUS00281	2013-01-31	IVC-41305-A1-00281	2510000	120000
CTR-41305-A1-00287	CUS00287	2013-01-31	IVC-41305-A1-00287	3860000	190000
